Gene ID	Gene Name	ERR1736465	ERR1736466	ERR1736467	ERR1736468	ERR1736469	ERR1736470
ENSG00000261642		0	0	0	0	0	0
ENSG00000261644	CYLD-AS1	0	0	0	0	0	0
ENSG00000261645	DISC1FP1	0	0	0	0	0	0
ENSG00000261646		0	0	0	0	0	0
ENSG00000261647	IMPDH1P11	0	0	0	0	0	0
ENSG00000261648		0	0	0	0	0	0
ENSG00000261649	GOLGA6L7	0	0	0	0	0	0
ENSG00000261650		0	0	0	0	0	0
ENSG00000261651		0	0	0	0	0	0
ENSG00000261652	C15orf65	16	30	8	54	43	38
ENSG00000261653		7	17	2	7	6	6
ENSG00000261654		2	4	1	2	3	0
ENSG00000261655		0	0	0	0	0	0
ENSG00000261656	BEAN1-AS1	0	0	0	0	0	0
ENSG00000261659		0	2	0	0	1	0
ENSG00000261663		0	0	0	1	0	0
ENSG00000261664	TTC39A-AS1	0	0	0	0	0	0
ENSG00000261665	TUBAP4	0	0	0	0	0	0
ENSG00000261666	LINC00560	0	0	0	0	0	0
ENSG00000261667	LY6L	0	0	0	0	0	0
ENSG00000261668		0	0	0	0	0	0
ENSG00000261669		0	1	0	0	0	0
ENSG00000261670		0	2	0	0	0	0
ENSG00000261671		0	0	0	0	0	0
ENSG00000261673		0	0	0	0	0	0
ENSG00000261675		0	0	0	0	0	0
ENSG00000261678	SCRT1	0	0	0	0	0	0
ENSG00000261679	ATP5PDP1	0	0	0	0	0	0
ENSG00000261680		0	0	0	0	0	0
ENSG00000261682		0	0	0	0	0	0
ENSG00000261683	LINC00838	0	0	0	0	0	0
ENSG00000261684		0	0	0	1	0	0
ENSG00000261687		0	0	0	0	0	0
ENSG00000261689	AGGF1P4	0	0	0	0	0	0
ENSG00000261691		0	0	0	0	0	0
ENSG00000261692		0	0	0	0	0	0
ENSG00000261693		0	0	0	0	0	0
ENSG00000261695		0	0	0	0	0	0
ENSG00000261696		0	0	0	0	0	0
ENSG00000261697		0	0	0	0	0	0
ENSG00000261701	HPR	0	1	0	0	0	0
ENSG00000261702		0	0	0	0	0	0
ENSG00000261703	LINC02168	0	0	0	0	0	0
ENSG00000261704	IGHV1OR16-1	0	0	0	0	0	0
ENSG00000261706	LINC00165	0	0	0	0	0	0
ENSG00000261707		0	0	0	0	0	0
ENSG00000261708	DNM1P32	0	0	0	0	0	0
ENSG00000261709		0	0	0	0	0	0
ENSG00000261710		0	0	0	0	0	0
ENSG00000261711	FRG2DP	0	0	0	0	0	0
ENSG00000261713	SSTR5-AS1	0	0	0	0	0	0
ENSG00000261714		0	0	0	0	0	0
ENSG00000261715	LINC01477	0	0	0	0	0	0
ENSG00000261716	H2BC20P	126	203	102	234	171	185
ENSG00000261717		0	0	0	0	0	0
ENSG00000261719		0	0	0	0	0	0
ENSG00000261720		0	0	0	0	0	0
ENSG00000261722		0	0	0	0	0	0
ENSG00000261723		0	1	0	0	0	0
ENSG00000261725		0	0	0	0	0	0
ENSG00000261727		0	0	0	0	0	0
ENSG00000261728		0	0	0	0	0	0
ENSG00000261729		0	0	0	0	0	0
ENSG00000261730	FOXF2-DT	0	0	0	0	0	0
ENSG00000261731		0	0	0	0	0	0
ENSG00000261732		0	2	0	0	0	1
ENSG00000261734		0	0	0	0	0	0
ENSG00000261736		0	0	0	0	0	0
ENSG00000261738	MIR3976HG	0	0	0	0	0	0
ENSG00000261739	GOLGA8S	0	0	0	0	0	0
ENSG00000261740	BOLA2-SMG1P6	0	1	0	0	1	8
ENSG00000261741	FRG2KP	0	0	0	0	0	0
ENSG00000261742	LINC00922	4	7	3	13	4	6
ENSG00000261743		0	0	0	0	0	0
ENSG00000261744	ZFPM1-AS1	0	0	0	0	0	0
ENSG00000261745		0	0	0	0	0	0
ENSG00000261747		0	0	0	0	0	0
ENSG00000261748		0	0	0	0	0	0
ENSG00000261749	LINC02180	0	0	0	0	0	0
ENSG00000261751		0	0	0	0	0	0
ENSG00000261752	AGGF1P8	0	0	0	0	0	0
ENSG00000261754		0	0	0	0	0	0
ENSG00000261757		0	0	0	0	0	0
ENSG00000261758	STAG1-DT	0	0	0	0	0	0
ENSG00000261759		0	0	0	0	0	0
ENSG00000261760		0	0	0	0	0	0
ENSG00000261761	LINC02616	0	0	0	0	0	0
ENSG00000261762		0	0	0	0	0	0
ENSG00000261763		0	0	0	0	0	0
ENSG00000261764	KRT18P18	0	0	0	0	0	0
ENSG00000261765		1	0	0	0	0	0
ENSG00000261766		0	2	0	2	0	0
ENSG00000261770		0	0	0	0	0	0
ENSG00000261771	DNAAF4-CCPG1	0	0	0	0	0	0
ENSG00000261774		0	0	0	0	0	0
ENSG00000261775		0	0	0	0	0	0
ENSG00000261776		0	0	0	0	0	0
ENSG00000261777	DDX19A-DT	37	43	15	41	39	34
ENSG00000261778		0	0	0	0	0	0
ENSG00000261779		0	0	0	0	0	0
ENSG00000261780	LINC02582	1	3	0	0	0	0
ENSG00000261781	LINC01654	0	0	0	0	0	0
ENSG00000261782		0	0	0	0	0	0
ENSG00000261783		0	0	0	0	0	0
ENSG00000261786		0	0	0	0	0	0
ENSG00000261787	TCF24	0	0	0	0	0	0
ENSG00000261789		0	0	0	0	0	0
ENSG00000261790		0	7	0	1	1	0
ENSG00000261792	DNM1P28	0	0	0	0	0	0
ENSG00000261793		0	0	0	0	0	0
ENSG00000261794	GOLGA8H	0	0	0	0	0	0
ENSG00000261795		0	0	0	0	0	0
ENSG00000261796	ISY1-RAB43	0	0	0	0	0	0
ENSG00000261797		0	0	0	0	0	0
ENSG00000261798		0	0	0	0	0	0
ENSG00000261799		2	0	0	2	0	0
ENSG00000261800		0	0	0	0	0	0
ENSG00000261801	LOXL1-AS1	26	34	19	95	77	85
ENSG00000261802		0	0	0	0	0	0
ENSG00000261803	LINC02140	0	0	0	0	0	0
ENSG00000261804		0	0	0	0	0	0
ENSG00000261807	LINC02141	0	1	0	0	0	0
ENSG00000261809	CYP3A54P	0	0	0	0	0	0
ENSG00000261810		0	0	0	0	0	0
ENSG00000261811	LINC02164	0	0	0	0	0	0
ENSG00000261812	TUBB8P7	0	0	0	0	0	0
ENSG00000261813		0	0	0	0	0	0
ENSG00000261815		0	0	0	0	0	0
ENSG00000261816		0	0	0	0	0	0
ENSG00000261817		0	0	0	0	0	0
ENSG00000261818		0	0	0	0	0	0
ENSG00000261819		0	1	0	1	1	0
ENSG00000261820	DNM1P49	0	0	0	0	0	0
ENSG00000261821		0	0	0	0	0	0
ENSG00000261822		0	0	0	0	0	0
ENSG00000261823		0	0	0	0	0	0
ENSG00000261824	LINC00662	156	187	79	201	145	242
ENSG00000261826		0	0	0	0	0	0
ENSG00000261829		0	6	0	1	2	0
ENSG00000261831		0	0	0	0	0	0
ENSG00000261832		0	0	1	0	0	0
ENSG00000261834	IGHV3OR16-15	0	0	0	0	0	0
ENSG00000261835		0	0	0	0	0	0
ENSG00000261837		0	0	0	0	0	0
ENSG00000261838		0	0	0	0	0	0
ENSG00000261839		0	0	0	0	0	0
ENSG00000261840		0	0	0	0	0	0
ENSG00000261842		0	0	0	0	0	0
ENSG00000261845		0	0	0	0	0	0
ENSG00000261848		0	0	0	0	0	2
ENSG00000261856	LINC02186	0	0	0	0	0	0
ENSG00000261857	MIA	0	0	0	0	0	0
ENSG00000261863	LINC01996	0	0	0	0	0	0
ENSG00000261864		0	0	0	0	0	0
ENSG00000261868	MFSD1P1	1	0	0	0	0	0
ENSG00000261872		0	0	0	0	0	0
ENSG00000261873	SMIM36	0	0	0	0	1	0
ENSG00000261879	ZNF594-DT	19	26	12	26	24	22
ENSG00000261882		0	0	0	0	0	0
ENSG00000261884		3	22	1	1	4	3
ENSG00000261886	GOSR2-DT	0	0	0	0	0	0
ENSG00000261888		0	0	0	0	0	0
ENSG00000261889		0	0	0	0	0	0
ENSG00000261898		2	8	4	5	1	9
ENSG00000261904	MTND5P33	0	0	0	0	0	0
ENSG00000261914	RPL23AP84	0	0	0	0	0	0
ENSG00000261915		0	0	0	0	0	0
ENSG00000261916		0	0	0	0	0	0
ENSG00000261924		0	0	0	0	0	0
ENSG00000261934	PCDHGA9	12	17	4	2	4	13
ENSG00000261938		0	0	0	0	0	0
ENSG00000261939	LARP7P2	0	0	0	0	0	0
ENSG00000261949	GFY	0	0	0	0	0	1
ENSG00000261959		0	0	0	0	0	0
ENSG00000261965	ISCA1P3	0	0	0	0	0	0
ENSG00000261970		0	0	0	0	0	0
ENSG00000261971	MMP25-AS1	2	8	3	3	4	3
ENSG00000261976		0	0	0	0	0	0
ENSG00000261978		0	0	0	0	0	0
ENSG00000261987	KYNUP1	0	0	0	0	0	0
ENSG00000261996		0	0	0	0	0	0
ENSG00000261997		0	0	0	0	0	0
ENSG00000262000		0	0	0	0	0	0
ENSG00000262001	DLGAP1-AS2	0	0	0	0	0	0
ENSG00000262003		0	0	0	0	0	0
ENSG00000262006		0	0	0	0	0	0
ENSG00000262008		0	0	0	0	0	0
ENSG00000262011		0	0	0	0	0	0
ENSG00000262020		0	0	0	0	0	0
ENSG00000262031	LINC01974	0	0	0	0	0	0
ENSG00000262038		0	0	0	0	0	0
ENSG00000262039		0	0	0	0	0	0
ENSG00000262048		0	0	0	0	0	0
ENSG00000262049		0	0	0	0	0	0
ENSG00000262050		0	0	0	0	0	0
ENSG00000262052		0	0	0	0	0	0
ENSG00000262061	RPH3AL-AS1	0	5	0	0	0	0
ENSG00000262067		0	0	0	0	0	0
ENSG00000262074	SNORD3B-2	0	0	0	0	0	0
ENSG00000262075	DKFZP434A062	0	37	0	1	0	0
ENSG00000262079		0	0	0	0	0	0
ENSG00000262081	IL9RP4	0	0	0	0	0	0
ENSG00000262085	OR1P1	0	0	0	0	0	0
ENSG00000262089		0	0	0	0	0	0
ENSG00000262090		0	0	0	0	0	0
ENSG00000262094		0	0	0	0	0	0
ENSG00000262095	MTATP6P25	0	0	0	0	0	0
ENSG00000262096	PCDHB19P	0	0	0	0	0	0
ENSG00000262097	LINC02185	0	0	0	0	0	0
ENSG00000262098		0	0	0	0	0	0
ENSG00000262099	DHX33-DT	0	0	0	0	0	0
ENSG00000262106	OR1D3P	0	35	0	0	0	0
ENSG00000262107	MTND6P33	0	0	0	0	0	0
ENSG00000262112		0	0	0	0	0	0
ENSG00000262115		0	0	0	0	0	0
ENSG00000262116		0	0	0	0	0	0
ENSG00000262117	BCAR4	0	3	0	0	1	0
ENSG00000262118	MTCO1P28	0	0	0	0	0	0
ENSG00000262119		0	0	0	0	0	0
ENSG00000262120		0	0	0	0	0	0
ENSG00000262133		0	0	0	0	0	0
ENSG00000262135	GARS1P1	0	0	0	0	0	0
ENSG00000262136	NQO1-DT	0	0	0	0	0	0
ENSG00000262140		0	0	0	0	0	0
ENSG00000262141		0	0	0	0	0	0
ENSG00000262147		0	0	0	0	0	0
ENSG00000262151		0	0	0	0	0	0
ENSG00000262152	LINC00514	0	0	0	1	0	0
ENSG00000262154	EIF1P4	0	0	0	0	0	0
ENSG00000262155	LINC02175	0	1	0	0	0	0
ENSG00000262158	MTCO3P24	0	0	0	0	0	0
ENSG00000262160		0	0	0	0	0	0
ENSG00000262165	C17orf114	0	0	0	0	0	0
ENSG00000262171		0	0	0	0	0	0
ENSG00000262172		0	0	0	0	0	0
ENSG00000262179	MYMX	0	0	0	0	0	0
ENSG00000262181		0	0	0	0	0	0
ENSG00000262185	LINC02861	0	1	0	0	0	0
ENSG00000262187		0	0	0	0	0	0
ENSG00000262188	LINC01978	0	0	0	0	0	0
ENSG00000262198		0	0	0	0	0	0
ENSG00000262202		0	0	0	0	0	0
ENSG00000262209	PCDHGB3	0	0	0	0	0	0
ENSG00000262211		0	0	0	0	0	0
ENSG00000262213		0	0	0	0	0	0
ENSG00000262223		1	1	0	1	0	0
ENSG00000262227		11	22	4	25	21	27
ENSG00000262228		0	0	0	0	0	0
ENSG00000262231		0	0	0	0	0	0
ENSG00000262235	TMF1P1	0	0	0	0	0	0
ENSG00000262246	CORO7	0	0	0	0	0	0
ENSG00000262248		0	0	0	0	0	0
ENSG00000262259	MTND4LP24	0	0	0	0	0	0
ENSG00000262262		0	0	0	0	0	0
ENSG00000262265		0	0	0	0	0	0
ENSG00000262267		0	0	0	0	0	0
ENSG00000262271		0	0	0	0	0	0
ENSG00000262292	GRAPLDR	0	0	0	0	0	0
ENSG00000262294		0	0	0	0	0	0
ENSG00000262296		0	0	0	0	0	0
ENSG00000262298		0	0	0	0	0	0
ENSG00000262302		0	0	0	0	0	0
ENSG00000262304		0	0	0	0	0	0
ENSG00000262312		0	1	0	0	0	0
ENSG00000262313		0	0	0	0	0	0
ENSG00000262316		0	0	0	0	0	0
ENSG00000262319		0	0	0	0	0	0
ENSG00000262322	MTND4P34	0	0	0	0	0	0
ENSG00000262332		0	0	0	0	0	0
ENSG00000262333	HNRNPA1P16	0	0	0	0	0	0
ENSG00000262339		0	0	0	0	0	0
ENSG00000262343		0	0	0	0	0	0
ENSG00000262352	LINC02564	0	0	0	0	0	0
ENSG00000262358		0	0	0	0	0	0
ENSG00000262362		0	0	0	0	0	0
ENSG00000262366	NDUFA3P6	0	0	0	0	0	0
ENSG00000262370		0	0	0	0	0	0
ENSG00000262372		0	0	0	0	0	0
ENSG00000262380		0	0	0	0	0	0
ENSG00000262381	MTATP6P24	0	0	0	0	0	0
ENSG00000262384		0	0	0	0	0	0
ENSG00000262400		0	0	0	0	0	0
ENSG00000262402	MCUR1P1	0	2	0	3	1	1
ENSG00000262406	MMP12	0	0	0	0	0	0
ENSG00000262408		0	0	0	0	0	0
ENSG00000262410		0	0	0	0	0	0
ENSG00000262412		0	0	0	0	0	0
ENSG00000262413		0	0	0	0	0	0
ENSG00000262420		0	0	0	0	0	0
ENSG00000262429		0	0	0	0	0	0
ENSG00000262434		0	0	0	0	0	0
ENSG00000262445		0	0	0	0	0	0
ENSG00000262454	MIR193BHG	2	13	3	0	3	6
ENSG00000262456		0	0	0	0	0	0
ENSG00000262461	SPDYE9	0	0	0	0	0	0
ENSG00000262468	LINC01569	0	0	1	1	1	0
ENSG00000262470	TVP23CP2	0	0	0	1	0	0
ENSG00000262471		0	0	0	0	0	0
ENSG00000262480	SAMD11P1	0	0	0	0	0	0
ENSG00000262481	TMEM256-PLSCR3	0	0	0	0	0	0
ENSG00000262482		0	0	0	0	0	0
ENSG00000262484	CCER2	0	0	0	0	0	0
ENSG00000262488		0	0	0	0	0	0
ENSG00000262492		0	0	0	0	0	0
ENSG00000262495		0	0	0	0	0	0
ENSG00000262497	FAM187B2P	0	0	0	0	0	0
ENSG00000262500	MAPK8IP1P1	0	0	0	0	0	0
ENSG00000262503		0	0	0	1	0	0
ENSG00000262514		0	0	0	0	0	0
ENSG00000262516		0	0	0	0	0	0
ENSG00000262518		0	0	0	0	0	0
ENSG00000262519	TXNP4	0	0	0	0	0	0
ENSG00000262521		0	0	0	0	0	0
ENSG00000262526		0	0	0	0	0	0
ENSG00000262528		0	0	0	0	0	0
ENSG00000262529		0	0	0	0	0	0
ENSG00000262533		0	0	0	0	0	0
ENSG00000262539		0	0	0	0	0	0
ENSG00000262543	SMIM28	0	0	0	0	0	0
ENSG00000262558		0	0	0	0	0	0
ENSG00000262560		0	0	0	0	0	0
ENSG00000262561		0	0	0	0	0	0
ENSG00000262566		0	0	0	0	0	0
ENSG00000262576	PCDHGA4	4	9	2	0	2	2
ENSG00000262580		0	0	0	0	0	0
ENSG00000262583	TMEM231P1	0	1	0	0	0	0
ENSG00000262585	LINC01979	0	0	0	0	0	0
ENSG00000262587		7	44	5	26	12	13
ENSG00000262609	BTF3P14	0	0	0	0	0	0
ENSG00000262619	LINC00621	0	0	0	0	0	0
ENSG00000262623		0	0	0	0	1	0
ENSG00000262624		0	0	0	0	0	0
ENSG00000262628	OR1D5	1	111	0	0	0	0
ENSG00000262633		0	0	0	0	0	0
ENSG00000262636		0	0	0	0	0	0
ENSG00000262648	PHBP15	0	0	0	0	0	0
ENSG00000262651		0	0	0	0	0	0
ENSG00000262652		0	0	0	0	0	0
ENSG00000262655	SPON1	0	0	0	0	0	0
ENSG00000262660		0	0	0	0	0	0
ENSG00000262662		0	0	0	0	0	0
ENSG00000262663		0	0	0	0	0	0
ENSG00000262664	OVCA2	0	0	0	0	0	0
ENSG00000262668		0	0	0	0	0	0
ENSG00000262678	CAMTA2-AS1	0	0	0	0	0	0
ENSG00000262681		0	0	0	0	0	0
ENSG00000262686	GLIS2-AS1	0	0	0	0	0	0
ENSG00000262691		0	0	0	0	0	0
ENSG00000262692		0	0	0	0	0	0
ENSG00000262693	ZFP3-DT	0	0	0	0	0	0
ENSG00000262700		0	0	0	0	0	0
ENSG00000262703		0	0	0	0	0	0
ENSG00000262708		0	0	0	0	0	0
ENSG00000262712		0	0	0	0	0	0
ENSG00000262714		0	0	0	0	0	0
ENSG00000262721		0	0	0	0	0	0
ENSG00000262728		0	0	0	0	0	0
ENSG00000262730		0	0	0	0	0	0
ENSG00000262732		0	0	0	0	0	0
ENSG00000262759	MRPS21P9	0	0	0	0	0	0
ENSG00000262766		0	0	0	0	0	0
ENSG00000262768		0	0	0	0	0	0
ENSG00000262769		0	0	0	0	0	0
ENSG00000262772	LINC01977	1	5	0	1	2	6
ENSG00000262777		0	0	0	0	0	0
ENSG00000262786		0	0	0	0	0	0
ENSG00000262791		0	0	0	0	0	0
ENSG00000262801		0	0	0	0	0	0
ENSG00000262803		0	0	0	0	0	0
ENSG00000262810		0	0	0	0	0	0
ENSG00000262814	MRPL12	0	0	0	1	0	0
ENSG00000262815		0	0	0	0	0	0
ENSG00000262818		0	0	0	0	0	0
ENSG00000262823		1	0	0	0	1	0
ENSG00000262831		0	0	0	0	0	0
ENSG00000262833		0	0	0	0	0	0
ENSG00000262837		0	0	0	0	0	0
ENSG00000262848		0	0	0	0	0	0
ENSG00000262855		0	0	0	0	0	0
ENSG00000262869		0	0	0	0	0	0
ENSG00000262870	CYCSP40	0	0	0	0	0	0
ENSG00000262873		0	0	0	0	0	0
ENSG00000262874	C19orf84	0	0	0	0	0	0
ENSG00000262877		0	0	0	0	0	0
ENSG00000262879		13	56	15	21	36	22
ENSG00000262880		0	0	0	0	0	0
ENSG00000262881		0	0	0	0	0	0
ENSG00000262884		0	0	0	0	0	0
ENSG00000262885		0	0	0	0	0	0
ENSG00000262898		0	0	0	0	0	0
ENSG00000262899		0	0	0	0	0	0
ENSG00000262902	MTCO1P40	0	0	0	0	0	0
ENSG00000262903		0	0	0	0	0	0
ENSG00000262904	TMPOP2	0	0	0	0	0	0
ENSG00000262905		0	0	0	0	0	0
ENSG00000262919	CCNQ	163	265	120	373	303	314
ENSG00000262920		0	0	0	0	0	0
ENSG00000262921		0	0	0	0	0	0
ENSG00000262943	ALOX12P2	20	139	24	55	30	62
ENSG00000262950		0	0	0	0	0	0
ENSG00000262953	EIF4A1P9	0	0	0	0	0	0
ENSG00000262959	RPL23AP86	0	0	0	0	0	0
ENSG00000262961		0	0	0	0	0	0
ENSG00000262962	KARS1P3	0	0	0	1	0	0
ENSG00000262966		0	0	0	0	0	0
ENSG00000262967		0	0	0	0	0	0
ENSG00000262974		0	0	0	0	0	0
ENSG00000262979		0	0	0	0	0	0
ENSG00000262980	OR52L2P	0	10	1	0	0	1
ENSG00000262983		0	0	0	0	0	0
ENSG00000262990		0	0	0	0	0	0
ENSG00000262995		0	0	0	0	0	0
ENSG00000262999		0	0	0	0	0	0
ENSG00000263001	GTF2I	543	811	316	744	611	666
ENSG00000263002	ZNF234	42	77	40	51	42	51
ENSG00000263004	AKAP1-DT	0	0	0	0	0	0
ENSG00000263006	ROCK1P1	2	1	2	2	3	3
ENSG00000263011		0	0	0	0	0	0
ENSG00000263015		0	0	0	0	0	0
ENSG00000263017		0	0	0	0	0	0
ENSG00000263020		0	0	0	0	0	0
ENSG00000263029		0	0	0	0	0	0
ENSG00000263033		0	0	0	0	0	0
ENSG00000263041		0	0	0	0	0	0
ENSG00000263045		0	0	0	0	0	0
ENSG00000263050		0	0	0	0	0	0
ENSG00000263051		0	0	0	0	0	0
ENSG00000263063		0	0	0	0	0	0
ENSG00000263065		0	0	0	0	0	0
ENSG00000263069	RNF213-AS1	2	0	2	2	1	1
ENSG00000263070		0	0	0	0	0	0
ENSG00000263072	ZNF213-AS1	2	23	2	6	8	3
ENSG00000263080		0	1	0	0	0	0
ENSG00000263081		0	0	0	0	0	0
ENSG00000263089		0	0	0	0	0	0
ENSG00000263096		0	0	0	0	0	0
ENSG00000263098		0	0	0	0	0	0
ENSG00000263105		0	0	0	0	0	0
ENSG00000263107		0	0	0	0	0	0
ENSG00000263110		0	0	0	0	0	0
ENSG00000263120		0	0	0	0	0	0
ENSG00000263125	ARL2BPP8	0	0	0	0	0	0
ENSG00000263126		0	1	0	0	0	0
ENSG00000263142	LRRC37A17P	2	0	1	1	1	1
ENSG00000263146	LINC01896	0	0	0	0	0	0
ENSG00000263154		0	0	0	0	0	0
ENSG00000263155	MYZAP	0	0	0	0	0	0
ENSG00000263159		0	0	0	0	0	0
ENSG00000263164		0	0	0	0	0	0
ENSG00000263165		0	0	0	0	0	0
ENSG00000263167		0	0	0	0	0	0
ENSG00000263171		0	0	0	0	0	0
ENSG00000263176		0	0	0	0	0	0
ENSG00000263177	MTND1P8	0	0	0	0	0	0
ENSG00000263179	HNRNPCP4	0	0	0	0	0	0
ENSG00000263189		0	11	0	0	0	0
ENSG00000263196	MTND3P13	0	0	0	0	0	0
ENSG00000263199		0	0	0	0	0	0
ENSG00000263201	DPEP2NB	0	0	0	0	0	0
ENSG00000263206	KYNUP3	0	0	0	0	0	0
ENSG00000263207		0	0	0	0	0	0
ENSG00000263212		0	0	0	0	0	0
ENSG00000263218		0	0	0	0	0	0
ENSG00000263219	RYKP1	0	0	0	0	0	0
ENSG00000263220		0	0	0	0	0	0
ENSG00000263232	ATP5F1AP3	0	0	0	0	0	0
ENSG00000263234		5	3	0	1	0	0
ENSG00000263235		0	0	0	0	0	0
ENSG00000263237		0	0	0	0	0	0
ENSG00000263241	MTCYBP33	0	0	0	0	0	0
ENSG00000263244		0	0	0	0	0	0
ENSG00000263252		0	0	0	0	0	0
ENSG00000263253		0	0	0	0	0	0
ENSG00000263257		0	0	0	0	0	0
ENSG00000263266	RPS7P1	0	0	0	0	0	0
ENSG00000263271		0	0	0	0	0	0
ENSG00000263272		0	1	0	0	0	0
ENSG00000263276		0	0	0	0	0	0
ENSG00000263278		0	0	0	0	0	0
ENSG00000263279		0	0	0	0	0	0
ENSG00000263280		0	0	0	0	0	0
ENSG00000263293	EFCAB13-DT	0	0	0	0	0	0
ENSG00000263300		0	0	0	0	0	0
ENSG00000263301		0	0	0	0	0	0
ENSG00000263305		0	0	0	0	0	0
ENSG00000263307	RSL1D1-DT	0	0	0	0	0	0
ENSG00000263311		0	0	0	0	0	0
ENSG00000263312	LINC01975	0	0	0	0	0	0
ENSG00000263316		0	0	0	0	0	0
ENSG00000263317	LINC01982	0	0	0	0	0	0
ENSG00000263321		0	0	0	0	0	0
ENSG00000263325		0	0	0	0	0	0
ENSG00000263326		0	0	0	0	0	0
ENSG00000263327	TAPT1-AS1	6	24	11	23	29	28
ENSG00000263331		0	0	0	0	0	0
ENSG00000263335		0	0	0	0	0	0
ENSG00000263338		0	0	0	0	0	0
ENSG00000263342		0	0	0	0	0	0
ENSG00000263343		0	0	0	0	0	0
ENSG00000263345		0	0	0	0	0	0
ENSG00000263353	PPIAL4A	0	14	0	0	0	0
ENSG00000263354	MIR5011	0	0	0	0	0	0
ENSG00000263355	AKR1B10P2	0	0	0	0	0	0
ENSG00000263360	RN7SL134P	1	6	1	2	1	3
ENSG00000263361	MIR378H	0	0	0	0	0	0
ENSG00000263363	MIR5702	0	0	0	0	0	0
ENSG00000263366	ABHD17AP5	0	0	0	0	0	0
ENSG00000263368		0	0	0	0	0	0
ENSG00000263369		0	0	0	0	0	0
ENSG00000263370		0	0	0	0	0	0
ENSG00000263372	MIR548AO	0	0	0	0	0	0
ENSG00000263375		0	0	0	0	0	0
ENSG00000263381	MIR5584	0	0	0	0	0	0
ENSG00000263382		0	0	0	0	0	0
ENSG00000263388		0	0	0	0	0	0
ENSG00000263389	MIR3973	0	0	0	0	0	0
ENSG00000263390	MIR3119-2	0	0	0	0	0	0
ENSG00000263393		0	0	0	0	0	0
ENSG00000263394		0	0	0	0	0	0
ENSG00000263396		0	0	0	0	0	0
ENSG00000263399	MIR3170	0	0	0	0	0	0
ENSG00000263400	TMEM220-AS1	0	0	0	0	0	0
ENSG00000263403	MIR4673	0	0	0	0	0	0
ENSG00000263405	PA2G4P3	0	0	0	0	0	0
ENSG00000263407	MIR4660	0	0	0	0	0	0
ENSG00000263409	MIR4747	0	0	0	0	0	0
ENSG00000263410	RN7SL460P	0	0	0	0	0	0
ENSG00000263412	NFE2L1-DT	0	0	0	0	0	0
ENSG00000263413	MIR4538	0	0	0	0	0	0
ENSG00000263414	MIR3187	0	0	0	0	0	0
ENSG00000263417	GTSCR1	0	0	0	0	0	0
ENSG00000263424		0	0	0	0	0	0
ENSG00000263426	RN7SL471P	0	0	0	0	0	0
ENSG00000263427		0	0	0	0	0	0
ENSG00000263429	TMEM238L	0	0	0	0	0	0
ENSG00000263432	RN7SL689P	0	0	0	0	0	0
ENSG00000263433		0	0	0	0	0	0
ENSG00000263435		0	0	0	0	0	0
ENSG00000263436	MIR3158-1	0	0	0	0	0	0
ENSG00000263438	LINC01919	0	0	0	0	0	0
ENSG00000263439	MIR4753	0	0	0	0	0	0
ENSG00000263443		0	0	0	0	0	0
ENSG00000263445	MIR4450	0	0	0	0	0	0
ENSG00000263450		0	0	0	0	0	0
ENSG00000263453		0	0	0	0	0	0
ENSG00000263456	MIR5189	0	0	0	0	0	0
ENSG00000263458	MIR4455	0	0	0	0	0	0
ENSG00000263460	BOD1P1	0	0	0	0	0	0
ENSG00000263465	SRSF8	905	1247	564	1126	994	1136
ENSG00000263466		0	0	0	0	0	0
ENSG00000263468	MIR3130-2	0	0	0	0	0	0
ENSG00000263476	MIR3156-1	0	0	0	0	0	0
ENSG00000263477		0	0	0	0	0	0
ENSG00000263479	RN7SL509P	0	0	0	0	0	0
ENSG00000263482	ANTXRLP1	0	0	0	0	0	0
ENSG00000263483	MTATP6P3	0	0	0	0	0	0
ENSG00000263485		0	0	0	0	0	0
ENSG00000263489		0	0	0	0	0	0
ENSG00000263490	RN7SL155P	0	0	0	0	0	0
ENSG00000263494		0	0	0	0	0	0
ENSG00000263499		0	0	0	0	0	0
ENSG00000263501		0	0	0	0	0	0
ENSG00000263503	MAPK8IP1P2	0	0	0	0	0	0
ENSG00000263505	SLC25A3P3	0	0	0	0	0	0
ENSG00000263508		0	0	0	0	0	0
ENSG00000263510	MIR4497	0	0	0	0	0	0
ENSG00000263511	MIR5699	0	0	0	0	0	0
ENSG00000263512	MIR4311	0	0	0	0	0	0
ENSG00000263513	FAM72C	177	452	211	364	304	320
ENSG00000263514	MIR3668	0	0	0	0	0	0
ENSG00000263515	MIR548AN	0	0	0	0	0	0
ENSG00000263520	LINC02563	0	0	0	0	0	0
ENSG00000263526	MIR378G	0	0	0	0	0	0
ENSG00000263527	MIR4526	0	0	0	0	0	0
ENSG00000263528	IKBKE	83	128	50	163	166	187
ENSG00000263529	RN7SL122P	0	0	0	0	0	0
ENSG00000263531		0	0	0	0	0	0
ENSG00000263533	MIR4463	0	0	0	0	0	0
ENSG00000263535	AK4P1	0	0	0	0	0	0
ENSG00000263537	RN7SL387P	0	0	0	0	0	0
ENSG00000263540	MIR5582	0	0	0	0	0	0
ENSG00000263547		0	0	0	0	0	0
ENSG00000263551		0	0	0	0	0	0
ENSG00000263556	RN7SL383P	0	0	0	0	0	0
ENSG00000263558	RN7SL716P	0	0	0	0	0	0
